"Humcfs_id","chromosome_number","name","chrlocation","cytoband","type","frequency","gene_ensembl_id","gene_name","havana_transcript_id","gene_location","gene_orientation","exon_id","exon_number","gene_description","disease_description","miRNA_location","miRNA_strand","miRNA_id","miRNA_name","miRNA_derived","pmid"
"4710","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000198258","UBL5","OTTHUMT00000450282","9827915-9830113","+","ENSE00002896756, ENSE00002809142, ENSE00003661779, ENSE00002940847","4","ubiquitin-like 5","Hemophilia A,Fanconi Anemia,Metabolic Syndrome X,Coccidioidomycosis,Community acquired pneumonia,Adult T-Cell Lymphoma/Leukemia,Dermatitis, Phototoxic,Diabetes Mellitus,Tuberculosis, Multidrug-Resistant,HIV Infections,Malignant neoplasm of breast,Malignant neoplasm of pancreas,Breast Carcinoma,Coronary heart disease,Non-Small Cell Lung Carcinoma,Leukemia, T-Cell,FANCONI ANEMIA, COMPLEMENTATION GROUP A (disorder),Carcinoma of lung,Hemophilia, NOS,Malignant neoplasm of lung,Degenerative polyarthritis,Cystic Fibrosis,Tuberculosis,Mycoses,Diabetes,West Nile viral infection,Multiple Myeloma,Celiac Disease,Leukemia, Myelocytic, Acute,Hepatitis B,melanoma,Obesity,Dyslipidemias,Pancreatic carcinoma,Respiratory syncytial virus (RSV) infection in conditions classified elsewhere and of unspecified site,MERRF Syndrome","NA","NA","NA","NA","NA","2714776"
"4711","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000070423","RNF126","OTTHUMT00000452109","648132-663233","-","ENSE00002753694, ENSE00003541846, ENSE00003646879, ENSE00003728733, ENSE00003642790, ENSE00002807454, ENSE00003511857, ENSE00003563556, ENSE00003701113","9","NA","NA","NA","NA","NA","NA","NA","2714776"
"4712","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000008382","MPND","OTTHUMT00000458297","4343711-4360038","+","ENSE00003181758, ENSE00000664087, ENSE00000664090, ENSE00000361069, ENSE00000868754, ENSE00000868753, ENSE00000664094, ENSE00003098883, ENSE00000868751, ENSE00000664098, ENSE00000868749, ENSE000031280","12","NA","NA","NA","NA","NA","NA","NA","2714776"
"4713","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000008441","NFIX","OTTHUMT00000452773","13024939-13094770","+","ENSE00002838696, ENSE00003634013, ENSE00003567637, ENSE00003525435, ENSE00003585342, ENSE00003480560, ENSE00003591998, ENSE00003673903, ENSE00002770106","9","nuclear factor I/X (CCAAT-binding transcription factor)","Osteochondrodysplasia, Rhizomelic, with Callosal Agenesis, Thrombocytopenia, Hydrocephalus, and Hypertension,Colorado Tick Fever,Malignant neoplasm of stomach,Partial agenesis of corpus callosum,Manic,Weaver syndrome,Neuroblastoma,Scheuermann's Disease,Bipolar Disorder,Hydrocephalus,SOTOS SYNDROME 2,Stomach Carcinoma,Intervertebral Disc Degeneration,Impaired cognition,Marshall-Smith syndrome,Central neuroblastoma,Dementia,Down Syndrome,Alzheimer's Disease","NA","NA","NA","NA","NA","2714776"
"4714","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000099785","02-Mar","OTTHUMT00000460360","8413422-8422009","+","ENSE00003058703, ENSE00001516978, ENSE00003091286","3","NA","NA","NA","NA","NA","NA","NA","2714776"
"4715","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000105662","CRTC1","OTTHUMT00000465154","18735609-18777952","+","ENSE00003070911, ENSE00003590654, ENSE00001504872, ENSE00001504871, ENSE00000866196, ENSE00000866194, ENSE00001401208, ENSE00001113513, ENSE00001113514, ENSE00001113515, ENSE00000690330, ENSE000006903","14","CREB regulated transcription coactivator 1","Pleomorphic adenoma of lacrimal gland,Mucoepidermoid Tumor,Dissecting aneurysm of the thoracic aorta,Mucoepidermoid carcinoma of parotid gland,Clear cell hidradenoma,Adenolymphoma,Ischemic Cerebrovascular Accident,Amnesia,Adenocarcinoma Of Esophagus,Neoplasm Metastasis,Malignant neoplasm of kidney,Malignant neoplasm of breast,Barrett Esophagus,Breast Carcinoma,melanoma,Mucolipidosis Type IV,Congenital anomaly of brain,Carcinoma of lung,Mucoepidermoid Carcinoma,Malignant neoplasm of lung,Ischemia,Carcinoma ex pleomorphic adenoma,Renal carcinoma,Infarction, Middle Cerebral Artery,Ischemic stroke,Impaired cognition,Carcinogenesis,Prostatic Neoplasms,Multiple Myeloma,Memory Loss,Mixed Salivary Gland Tumor,Melanoma, B16,Tuberous Sclerosis,Obesity,Lymphoma, T-Cell, Cutaneous,Salivary Gland Neoplasms,Papilloma,Adenosquamous carcinoma,Malignant neoplasm of salivary gland,Digestive System Disorders,Eccrine acrospiroma,Memory impairment","NA","NA","NA","NA","NA","2714776"
"4716","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000130803","ZNF317","OTTHUMT00000449000","9158072-9163424","+","ENSE00002850280, ENSE00003686568, ENSE00002764967","3","NA","NA","NA","NA","NA","NA","NA","2714776"
"4717","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000079805","DNM2","OTTHUMT00000452594","10718561-10777154","+","ENSE00002789402, ENSE00003541284, ENSE00003632147, ENSE00003587121, ENSE00002957105","5","dynamin 2","CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE B (disorder),Congenital Abnormality,Duchenne and Becker Muscular Dystrophy,Cervix carcinoma,Keratoderma, Palmoplantar, Epidermolytic,POLYCYSTIC KIDNEY DISEASE 1,Myopathy,HIV Infections,Bilateral cataracts (disorder),Long QT Syndrome,Coronary heart disease,LETHAL CONGENITAL CONTRACTURE SYNDROME 5,Amyotrophic Lateral Sclerosis,Congenital kyphoscoliosis,Mammary Neoplasms,CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2B (disorder),Malignant tumor of colon,Axonal neuropathy,Neurodegenerative Disorders,Diabetes Mellitus,Inherited Peripheral Neuropathy,Astrocytoma,Kyphoscoliosis deformity of spine,Alzheimer Disease, Late Onset,X-linked centronuclear myopathy,Akinesia,Mixed sensory-motor polyneuropathy,Tumor Progression,Congenital myopathy (disorder),Prostate carcinoma,Congenital Structural Myopathy,Neutropenia,Boomerang dysplasia,Malignant neoplasm of breast,Breast Carcinoma,Torticollis,Adenoma,Alzheimer's Disease,Ptosis,Leukopenia,Metabolic Dise","NA","NA","NA","NA","NA","2714776"
"4718","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000269058","CALR3","OTTHUMT00000461091","16483969-16496119","-","ENSE00003106611, ENSE00000951612, ENSE00003467006, ENSE00003166809","4","calreticulin 3","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 19,Arrhythmogenic Right Ventricular Dysplasia","NA","NA","NA","NA","NA","2714776"
"4719","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000188000","OR7D2","OTTHUMT00000449002","9185594-9188817","+","ENSE00001373963","1","NA","NA","NA","NA","NA","NA","NA","2714776"
"4720","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000133275","CSNK1G2","OTTHUMT00000449291","1954633-1974751","+","ENSE00002738709, ENSE00002881762, ENSE00002773271, ENSE00002281299, ENSE00002940226","5","casein kinase 1, gamma 2","Febrile Convulsions","NA","NA","NA","NA","NA","2714776"
"4721","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000125650","PSPN","OTTHUMT00000398031","6375148-6379058","-","ENSE00003183403","1","persephin","Hirschsprung Disease,Progressive supranuclear palsy,Pancreatitis,Prostate carcinoma,Malignant neoplasm of prostate,Impaired cognition,Pancreatic Ductal Adenocarcinoma,Multiple Endocrine Neoplasia Type 2a,Bipolar Disorder,Cerebral Infarction,Malignant neoplasm of mouth,Tauopathies,Cerebral Ischemia,Lip and Oral Cavity Carcinoma,Hirschsprung disease 1,Frontotemporal Lobar Degeneration","NA","NA","NA","NA","NA","2714776"
"4722","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000132024","CC2D1A","OTTHUMT00000457956","13906442-13930659","+","ENSE00002931436, ENSE00003540473, ENSE00001780634, ENSE00001783446, ENSE00003527532, ENSE00003663129, ENSE00003591962, ENSE00003515041, ENSE00003486219, ENSE00003520778, ENSE00003625332, ENSE000036300","29","coiled-coil and C2 domain containing 1A","Xenograft Model,Impaired cognition,MENTAL RETARDATION, AUTOSOMAL RECESSIVE 3,Carcinoma of lung,Major Depressive Disorder,Intellectual Disability,Unipolar Depression,Malignant neoplasm of lung,Pancreatic carcinoma,Mental Retardation,Malignant neoplasm of pancreas,HIV Infections,Age related macular degeneration","NA","NA","NA","NA","NA","2714776"
"4723","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000186010","NDUFA13","OTTHUMT00000367917","19516228-19529054","+","ENSE00002036621, ENSE00003704912, ENSE00003702529, ENSE00003707311, ENSE00002081133","5","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 13","Squamous cell carcinoma,Malignant neoplasm of stomach,Colorectal Cancer,Prostate carcinoma,Stomach Carcinoma,Neoplasm Metastasis,HIV Infections,Malignant neoplasm of breast,Breast Carcinoma,Uterine Cervical Neoplasm,Carcinoma, Papillary,Papillary thyroid carcinoma,Malignant neoplasm of prostate,Renal Cell Carcinoma,Malignant neoplasm of kidney,Renal carcinoma,Brain Ischemia,Liver carcinoma,Thyroid Hurthle Cell Carcinoma,Carcinogenesis,Prostatic Neoplasms,Hurthle Cell Tumor,Colorectal Carcinoma,Malignant tumor of cervix,Glioma,Thyroid Neoplasm,Glioblastoma,Colonic Neoplasms,Adenocarcinoma of lung (disorder),Squamous cell carcinoma of the head and neck","NA","NA","NA","NA","NA","2714776"
"4724","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000104957","CCDC130","OTTHUMT00000453303","13759111-13763023","+","ENSE00002871292, ENSE00002936196","2","coiled-coil domain containing 130","Neoplasm Metastasis,Acrodermatitis enteropathica","NA","NA","NA","NA","NA","2714776"
"4725","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000105639","JAK3","OTTHUMT00000385549","17826152-17844447","-","ENSE00002152413, ENSE00000689791, ENSE00000689794, ENSE00000689798, ENSE00000689802, ENSE00000871053, ENSE00000871054, ENSE00000689806, ENSE00000689809, ENSE00000689811, ENSE00000689813, ENSE000006898","23","Janus kinase 3","Female Pseudohermaphroditism,Reticular dysgenesis,Precursor Cell Lymphoblastic Leukemia Lymphoma,Cervix carcinoma,Adult T-Cell Lymphoma/Leukemia,T-Cell Lymphoma,Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-Negative, B Cell-Positive, NK Cell-Negative,Focal glomerulosclerosis,Primary Myelofibrosis,Myeloid Leukemia, Chronic,Cardiovascular Diseases,Severe combined immunodeficiency due to adenosine deaminase deficiency,Malignant tumor of colon,Hematologic Neoplasms,Rheumatoid Arthritis,Multiple Myeloma,Pathologic Neovascularization,Leukemia, Myelocytic, Acute,AMYOTROPHIC LATERAL SCLEROSIS 1,Cutaneous Melanoma,Membranous glomerulonephritis,Malignant tumor of cervix,TIBIAL MUSCULAR DYSTROPHY, TARDIVE,Acute Megakaryocytic Leukemias,Meningioma,MYELOPROLIFERATIVE SYNDROME, TRANSIENT,Acute leukemia,X-Linked Combined Immunodeficiency Diseases,Malignant neoplasm of breast,Breast Carcinoma,Myeloid Leukemia,Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse,Anapla","NA","NA","NA","NA","NA","2714776"
"4726","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000186526","CYP4F8","OTTHUMT00000460908","15628349-15629635","+","ENSE00002768360, ENSE00003545901, ENSE00003613597, ENSE00002884208","4","cytochrome P450, family 4, subfamily F, polypeptide 8","Prostate carcinoma,Inflammation,Malignant neoplasm of prostate","NA","NA","NA","NA","NA","2714776"
"4727","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000187867","PALM3","OTTHUMT00000458541","14054895-14057599","-","ENSE00002950433, ENSE00003604400, ENSE00003619830, ENSE00003543958, ENSE00002744376","5","NA","NA","NA","NA","NA","NA","NA","2714776"
"4728","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000105278","ZFR2","OTTHUMT00000457471","3852440-3855590","-","ENSE00002772837, ENSE00002737697","2","NA","NA","NA","NA","NA","NA","NA","2714776"
"4729","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000099866","MADCAM1","OTTHUMT00000451883","489176-505342","+","ENSE00002869129, ENSE00003701228, ENSE00002834240","3","mucosal vascular addressin cell adhesion molecule 1","Ulcerative Colitis,Food Allergy,Mucosa-Associated Lymphoid Tissue Lymphoma,Gastritis,Carcinogenesis,Diabetes Mellitus, Insulin-Dependent,Chronic gastritis,Ovarian Cysts,Adult T-Cell Lymphoma/Leukemia,Cholangitis, Sclerosing,Primary sclerosing cholangitis,Inflammation,Leukemia, T-Cell,Graft-vs-Host Disease,HIV Infections,Adhesion of intestine,Colitis,Crohn Disease","NA","NA","NA","NA","NA","2714776"
"4730","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000184635","ZNF93","OTTHUMT00000460814","19900971-19932997","+","ENSE00002808479, ENSE00003694366, ENSE00003543263, ENSE00002859573","4","zinc finger protein 93","Tobacco Use Disorder,Ewings sarcoma","NA","NA","NA","NA","NA","2714776"
"4731","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000105131","EPHX3","OTTHUMT00000465798","15226925-15233435","-","ENSE00003130066, ENSE00000689084, ENSE00000689083, ENSE00000689082, ENSE00000689081, ENSE00000689080, ENSE00001746576, ENSE00003039535, ENSE00003043866","9","epoxide hydrolase 3","Spinocerebellar Ataxia Type 1,Cholangiocarcinoma,Toxoplasmosis,Charcot-Marie-Tooth Disease,Meningioma,Prostate carcinoma,Malignant neoplasm of lung,Meningioma, benign, no ICD-O subtype,Fibroid Tumor,Malignant neoplasm of breast,Atrial Septal Defects,Breast Carcinoma,Stomach Neoplasms,melanoma,Malignant neoplasm of prostate,Carcinoma of lung,Amyotrophic Lateral Sclerosis,Renal Cell Carcinoma,Renal carcinoma,Virus Diseases,Encephalopathies,Alzheimer's Disease,Diabetes,DNA Damage,Acquired CJD,Liver carcinoma,AMYOTROPHIC LATERAL SCLEROSIS 1,Carcinogenesis,Prostatic Neoplasms,Creutzfeldt-Jakob Disease, Sporadic,Neurofibromatosis 2,New Variant Creutzfeldt-Jakob Disease,Neurodegenerative Disorders,Diabetes Mellitus,Obesity,Prion Diseases,Amyotrophic Lateral Sclerosis, Sporadic,Adenomatous Polyposis Coli,Creutzfeldt-Jakob disease,Glioma,Astrocytoma,Bipolar Disorder,Neurofibrillary degeneration (morphologic abnormality),Schizophrenia,Tauopathies,Tuberous Sclerosis,Sarcoma,Uterine Fibroids,Ataxi","NA","NA","NA","NA","NA","2714776"
"4732","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000167676","PLIN4","OTTHUMT00000395095","4502192-4518465","-","ENSE00001115518, ENSE00001115517, ENSE00001115516, ENSE00001115515, ENSE00001554408, ENSE00003776221, ENSE00003775570, ENSE00003781677","8","perilipin 4","Obesity,Metabolic Syndrome X,Paroxysmal atrial tachycardia,Osteoporosis","NA","NA","NA","NA","NA","2714776"
"4733","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000072958","AP1M1","OTTHUMT00000460493","16197854-16209041","+","ENSE00002944406, ENSE00002796049, ENSE00003583161, ENSE00003647450, ENSE00003717824, ENSE00002950346","6","adaptor-related protein complex 1, mu 1 subunit","Parkinson Disease","NA","NA","NA","NA","NA","2714776"
"4734","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000130513","GDF15","OTTHUMT00000471888","18382170-18388347","+","ENSE00003198405, ENSE00003037826, ENSE00003161472","3","growth differentiation factor 15","Neoplasms, Intracranial,Pregnancy in Diabetics,Malignant neoplasm of thyroid,Myocardial Ischemia,Mammary Neoplasms,ovarian neoplasm,Stromal Neoplasm,Cardiovascular Diseases,Cervix carcinoma,Myocardial Infarction,Mycoses,Cancer of Head and Neck,Malignant tumor of colon,Pancreatic Ductal Adenocarcinoma,Rheumatoid Arthritis,Prostatic Neoplasms,Thalassemia,Multiple Myeloma,Pancreatic carcinoma,Metastatic Prostate Carcinoma,Diabetes Mellitus,Obesity,Intestinal Polyps,Brain Neoplasms,Metaplasia,Metastatic melanoma,Hormone refractory prostate cancer,Thyroid Neoplasm,Malignant tumor of cervix,Viral hepatitis,Squamous cell carcinoma of the head and neck,Colorectal Cancer,Prostatic Intraepithelial Neoplasias,Pulmonary Thromboembolisms,Liver carcinoma,Malignant neoplasm of breast,Ischemia,Breast Carcinoma,Coronary Artery Disease,Carcinoma of bladder,Adenocarcinoma of prostate,Intestinal Cancer,Adenoma,Deep thrombophlebitis,Pulmonary Embolism,Weight Gain,Secondary malignant neoplasm of bone,Alzhei","NA","NA","NA","NA","NA","2714776"
"4735","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000256771","ZNF253","OTTHUMT00000460803","19865907-19893648","+","ENSE00002853734, ENSE00001424738","2","zinc finger protein 253","Familial dilated cardiomyopathy,Congenital Abnormality,Neurodegenerative Disorders,Liver carcinoma,Ki-1+ Anaplastic Large Cell Lymphoma,Hepatocarcinogenesis,Merkel cell carcinoma,Kidney Failure, Acute,Xeroderma Pigmentosum,Malignant neoplasm of penis,HIV Infections,Experimental Autoimmune Encephalomyelitis,Hepatoblastoma,XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP E,ovarian neoplasm,Amyotrophic Lateral Sclerosis,Severe Combined Immunodeficiency,Congenital chromosomal disease,Chronic inflammatory disorder,Virus Diseases,Vitelliform Macular Dystrophy,Diabetes Mellitus, Non-Insulin-Dependent,Lewy Body Disease,Colorectal Neoplasms,Autoimmune Diseases,Carcinogenesis,leukemia,Systemic Scleroderma,Helicobacter pylori (H. pylori) infection in conditions classified elsewhere and of unspecified site,Leukemia, Myelocytic, Acute,Hepatitis B,Herpes Simplex Infections,Familial primary pulmonary hypertension,Obesity,Chronic granulomatous disease,AMYOTROPHIC LATERAL SCLEROSIS 1,Precursor T-Cell Lymph","NA","NA","NA","NA","NA","2714776"
"4736","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000197766","CFD","OTTHUMT00000457892","859664-863238","+","ENSE00001231576, ENSE00001231561, ENSE00001231555, ENSE00001374327, ENSE00002974008","5","complement factor D (adipsin)","Recurrent bacterial infection,Glomerulonephritis,Complement Factor D Deficiency,Diabetes Mellitus, Experimental,Geographic Atrophy,Kashin-Beck Disease,Ovarian Cysts,Immunologic Deficiency Syndromes,Age related macular degeneration,Neisseriaceae Infections,Arthus Reaction,Lymphoma, Non-Hodgkin,Endometriosis,Obesity,Meningococcal Infections,Coronary heart disease","NA","NA","NA","NA","NA","2714776"
"4737","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000065000","AP3D1","OTTHUMT00000450916","2101829-2110882","-","ENSE00003712282, ENSE00003672079, ENSE00002951990, ENSE00003599653, ENSE00003528793, ENSE00002956920","6","adaptor-related protein complex 3, delta 1 subunit","Cerebrovascular accident,Platelet Storage Pool Deficiency,Cerebral Hemorrhage,Albinism with hemorrhagic diathesis and pigmented reticuloendothelial cells,Infection,Tobacco Use Disorder,Schizophrenia,Hermanski-Pudlak Syndrome,Myocardial Infarction,Subarachnoid Hemorrhage,HERMANSKY-PUDLAK SYNDROME 2,Intracranial Hemorrhages","NA","NA","NA","NA","NA","2714776"
"4738","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000179262","RAD23A","OTTHUMT00000452751","12945876-12953623","+","ENSE00002735310, ENSE00003506967, ENSE00003625577, ENSE00003580831, ENSE00003587266, ENSE00003567362, ENSE00003486924, ENSE00003477614, ENSE00002761152","9","RAD23 homolog A (S. cerevisiae)","DNA Damage,Stomach Neoplasms,Multiple Sclerosis,melanoma,Disease Progression,Xeroderma Pigmentosum,FRAGILE X TREMOR/ATAXIA SYNDROME,HIV Infections,Malignant neoplasm of breast","NA","NA","NA","NA","NA","2714776"
"4739","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000105640","RPL18A","OTTHUMT00000466685","17860125-17863243","+","ENSE00003002492, ENSE00003518267, ENSE00000689839, ENSE00000689842, ENSE00003037069","5","NA","NA","NA","NA","NA","NA","NA","2714776"
"4740","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000104907","TRMT1","OTTHUMT00000452813","13110158-13116712","-","ENSE00003789844, ENSE00003656221, ENSE00003621261, ENSE00003492344, ENSE00003626000, ENSE00001410660, ENSE00002822171","7","tRNA methyltransferase 1 homolog (S. cerevisiae)","Intellectual Disability","NA","NA","NA","NA","NA","2714776"
"4741","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000105143","SLC1A6","OTTHUMT00000466290","14971750-15022990","-","ENSE00003074195, ENSE00003493206, ENSE00003171765","3","solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6","Hyperparathyroidism, Secondary,Leukemia, T-Cell,Major Depressive Disorder,Bipolar Disorder,Unipolar Depression,Schizophrenia,Spinocerebellar Ataxia Type 5,Weight Gain,Weight Gain Adverse Event","NA","NA","NA","NA","NA","2714776"
"4742","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000104886","PLEKHJ1","OTTHUMT00000451252","2230084-2236272","-","ENSE00002763948, ENSE00003623163, ENSE00003610414, ENSE00003560129, ENSE00003504886, ENSE00002819914","6","NA","NA","NA","NA","NA","NA","NA","2714776"
"4743","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000006016","CRLF1","OTTHUMT00000465130","18594362-18598593","-","ENSE00002977283, ENSE00003120404, ENSE00000691097, ENSE00003183877","4","cytokine receptor-like factor 1","Dysmorphic features,STUVE-WIEDEMANN SYNDROME,Crisponi syndrome,COLD-INDUCED SWEATING SYNDROME 1,Congenital chromosomal disease,Degenerative polyarthritis,Cleft Lip,Hepatitis A,Increased sweating,Refractory anaemia with excess blasts,Pulmonary Fibrosis,Idiopathic Pulmonary Fibrosis","NA","NA","NA","NA","NA","2714776"
"4744","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000005206","SPPL2B","OTTHUMT00000451381","2328684-2341468","+","ENSE00003724300, ENSE00003743408, ENSE00003718097, ENSE00003733094, ENSE00003751702, ENSE00003728911, ENSE00003730643, ENSE00003722670, ENSE00003744197","9","signal peptide peptidase like 2B","Parkinson Disease,Skin Carcinogenesis,Familial Alzheimer Disease (FAD),Skin Neoplasms","NA","NA","NA","NA","NA","2714776"
"4745","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000142459","EVI5L","OTTHUMT00000461350","7850021-7853616","+","ENSE00002993847, ENSE00003684819, ENSE00003564545, ENSE00003584213, ENSE00003692211, ENSE00003216046","6","NA","NA","NA","NA","NA","NA","NA","2714776"
"4746","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000174886","NDUFA11","OTTHUMT00000452216","5894675-5903771","-","ENSE00002889227, ENSE00003606658, ENSE00001549535","3","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 11, 14.7kDa","MITOCHONDRIAL COMPLEX I DEFICIENCY,NADH:Q(1) Oxidoreductase deficiency,Nicotinamide adenine dinucleotide coenzyme Q reductase deficiency","NA","NA","NA","NA","NA","2714776"
"4747","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000132017","DCAF15","OTTHUMT00000458102","13959561-13961101","+","ENSE00002868773, ENSE00003617291, ENSE00003676206, ENSE00000902129, ENSE00000902131, ENSE00002897338","6","NA","NA","NA","NA","NA","NA","NA","2714776"
"4748","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000141994","DUS3L","OTTHUMT00000451867","5784832-5785755","-","ENSE00002969174, ENSE00002737171","2","NA","NA","NA","NA","NA","NA","NA","2714776"
"4749","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000196605","ZNF846","OTTHUMT00000450255","9758547-9785996","-","ENSE00002804242, ENSE00001530657, ENSE00003677066, ENSE00003541670, ENSE00003528913, ENSE00002786519","6","NA","NA","NA","NA","NA","NA","NA","2714776"
"4750","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000181029","TRAPPC5","OTTHUMT00000461251","7680843-7687703","+","ENSE00003027165, ENSE00003493590","2","NA","NA","NA","NA","NA","NA","NA","2714776"
"4751","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000171291","ZNF439","OTTHUMT00000344512","11848761-11869482","+","ENSE00001645104, ENSE00003493892, ENSE00001718701","3","NA","NA","NA","NA","NA","NA","NA","2714776"
"4752","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000129968","ABHD17A","OTTHUMT00000449220","1876979-1881585","-","ENSE00002846395, ENSE00002907076, ENSE00002783084, ENSE00002958879","4","NA","NA","NA","NA","NA","NA","NA","2714776"
"4753","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000064932","SBNO2","OTTHUMT00000458074","1127710-1169146","-","ENSE00002958682, ENSE00001692613, ENSE00001795081, ENSE00002286470, ENSE00002804635","5","strawberry notch homolog 2 (Drosophila)","Ulcerative Colitis,Inflammatory Bowel Diseases,Tobacco Use Disorder,Peutz-Jeghers Syndrome,Schizophrenia,Non-Small Cell Lung Carcinoma,Crohn Disease","NA","NA","NA","NA","NA","2714776"
"4754","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000076944","STXBP2","OTTHUMT00000460965","7637127-7647873","+","ENSE00002991348, ENSE00003635192, ENSE00003503528, ENSE00003473816, ENSE00001606811, ENSE00003613276, ENSE00003480613, ENSE00003790056, ENSE00003552050, ENSE00003580579, ENSE00003499180, ENSE000034765","19","syntaxin binding protein 2","HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 5,Renal tubular disorder,Blood Coagulation Disorders,Familial Hemophagocytic Lymphocytosis,Immune System Diseases,Primary immune deficiency disorder,Lymphohistiocytosis, Hemophagocytic","NA","NA","NA","NA","NA","2714776"
"4755","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000172000","ZNF556","OTTHUMT00000451639","2867335-2878517","+","ENSE00001149847, ENSE00001594294, ENSE00003521803, ENSE00002812841","4","NA","NA","NA","NA","NA","NA","NA","2714776"
"4756","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000197961","ZNF121","OTTHUMT00000449910","9560353-9584497","-","ENSE00002844689, ENSE00002918701, ENSE00003594954, ENSE00001486771, ENSE00002963987, ENSE00002887774","6","zinc finger protein 121","Carcinoma, Papillary,Malignant neoplasm of thyroid,Thyroid carcinoma","NA","NA","NA","NA","NA","2714776"
"4757","chromosome19","FRA19B","1-20000000","19p13","Folic acid","Rare","ENSG00000185761","ADAMTSL5","OTTHUMT00000449721","1507998-1513019","-","ENSE00003787239, ENSE00003661552, ENSE00003788252, ENSE00003610348, ENSE00003649268, ENSE00003464286, ENSE00002759054, ENSE00002773014","8","ADAMTS-like 5","Cerebrovascular accident,Subarachnoid Hemorrhage,Cerebral Hemorrhage,Intracranial Hemorrhages","NA","NA","NA","NA","NA","2714776"
